transaction_id,amount,transaction_time,user_id,merchant_id,location,is_fraud
TX00165,4176.68,2023-09-23 15:46:35,231,30,Location_16,0
TX00166,1604.58,2023-02-07 05:06:42,285,745,Location_21,0
TX00167,933.41,2023-06-07 17:04:11,585,211,Location_29,0
TX00168,204.83,2023-02-02 20:40:18,225,764,Location_80,0
TX00169,2954.87,2023-09-02 09:05:00,836,606,Location_5,0
TX00170,3388.14,2023-04-25 16:46:32,250,875,Location_33,0
TX00171,83.92,2023-03-02 16:12:29,715,202,Location_73,0
TX00172,2560.95,2023-04-09 04:44:28,380,941,Location_70,0
TX00173,1133.25,2023-09-10 17:24:26,39,298,Location_35,0
TX00174,3226.22,2023-02-15 15:44:22,491,633,Location_1,0
TX00175,872.66,2023-07-23 08:46:52,964,365,Location_60,0
TX00176,3455.0,2023-08-18 16:25:27,396,749,Location_80,0
TX00177,1934.29,2023-05-07 11:57:26,469,66,Location_15,0
TX00178,4683.71,2023-07-07 18:59:21,673,765,Location_64,0
TX00179,688.47,2023-01-27 12:24:36,40,65,Location_13,0
TX00180,1705.99,2023-02-14 01:00:01,133,235,Location_67,0
TX00181,568.25,2023-06-06 13:01:30,671,584,Location_12,0
TX00182,4623.54,2023-11-30 16:31:55,947,445,Location_87,0
TX00183,4386.82,2023-10-16 01:53:59,213,530,Location_72,0
TX00184,1290.45,2023-08-28 19:49:50,650,986,Location_10,0
TX00185,3300.26,2023-11-23 14:40:46,534,234,Location_94,0
TX00186,4086.29,2023-08-22 15:09:37,899,229,Location_75,0
TX00187,2776.45,2023-08-09 10:06:42,730,406,Location_65,0
TX00188,2648.72,2023-04-08 16:05:24,620,953,Location_32,0
TX00189,1210.02,2023-04-20 11:37:55,893,502,Location_93,0
TX00190,466.42,2023-11-23 11:52:27,938,420,Location_20,0
TX00191,4486.18,2023-12-15 22:17:57,48,417,Location_52,0
TX00192,4502.19,2023-07-19 14:06:04,859,82,Location_5,0
TX00193,3165.87,2023-01-12 07:57:54,549,254,Location_82,0
TX00194,1695.81,2023-07-31 05:40:37,385,253,Location_69,0
TX00195,1746.7,2023-10-20 01:21:09,190,203,Location_17,0
TX00196,3630.05,2023-10-20 07:24:54,276,467,Location_59,0
TX00197,4485.65,2023-03-14 01:25:54,193,229,Location_56,0
TX00198,4435.55,2023-11-08 21:27:52,792,861,Location_69,0
TX00199,3899.6,2023-10-04 15:45:03,303,221,Location_37,0
TX00200,3210.52,2023-08-24 07:18:09,930,459,Location_79,0
TX00201,421.62,2023-03-17 20:32:39,628,122,Location_39,0
TX00202,808.98,2023-02-15 21:38:44,608,111,Location_2,0
TX00203,4492.87,2023-06-28 04:55:52,175,653,Location_63,0
TX00204,3032.54,2023-12-22 12:50:12,755,93,Location_96,0
TX00205,46.98,2023-08-19 17:17:01,903,219,Location_82,0
TX00206,508.26,2023-05-29 12:06:21,654,659,Location_70,0
TX00207,3317.85,2023-01-05 22:57:48,527,38,Location_31,0
TX00208,26.3,2023-11-20 14:49:33,37,776,Location_14,0
TX00209,804.88,2023-11-21 00:46:51,443,437,Location_85,0
TX00210,2744.12,2023-10-02 15:30:25,965,167,Location_93,1
TX00211,3459.78,2023-04-21 04:41:11,606,763,Location_90,0
TX00212,3260.15,2023-07-08 15:21:58,897,720,Location_22,0
TX00213,1122.12,2023-01-10 08:48:45,948,182,Location_16,0
TX00214,3561.18,2023-07-11 14:52:26,316,940,Location_66,0
TX00215,1187.01,2023-06-29 03:47:35,930,581,Location_40,0
TX00216,1627.67,2023-12-04 09:51:29,252,455,Location_2,0
TX00217,3732.71,2023-08-06 16:18:35,145,114,Location_98,0
TX00218,3248.51,2023-08-25 08:50:34,383,69,Location_51,0
TX00219,4246.27,2023-03-06 22:02:10,171,399,Location_42,0
TX00220,3288.41,2023-08-07 21:22:04,145,691,Location_34,0
TX00221,2841.97,2023-02-12 23:50:01,776,808,Location_38,0
TX00222,469.28,2023-03-09 22:09:08,661,88,Location_8,1
TX00223,1839.21,2023-10-06 14:58:41,385,346,Location_51,0
TX00224,1326.75,2023-08-05 08:30:58,212,520,Location_29,0
TX00225,1220.7,2023-10-14 21:06:34,503,836,Location_61,0
TX00226,4865.08,2023-10-14 01:37:00,358,585,Location_90,0
TX00227,1966.1,2023-01-20 13:27:39,478,504,Location_28,0
TX00228,4460.34,2023-01-07 16:44:22,469,780,Location_62,0
TX00229,3156.06,2023-12-13 20:08:40,681,399,Location_13,0
TX00230,3974.26,2023-08-03 02:24:16,689,340,Location_14,0
TX00231,2513.68,2023-07-24 21:03:38,840,134,Location_77,0
TX00232,2884.94,2023-05-21 01:30:17,47,344,Location_71,0
TX00233,2463.1,2023-10-02 03:21:00,600,791,Location_100,0
TX00234,977.02,2023-06-15 12:37:07,144,802,Location_100,0
TX00235,3612.54,2023-01-30 19:28:20,736,853,Location_89,0
TX00236,1404.58,2023-11-29 05:54:57,521,432,Location_57,0
TX00237,122.56,2023-10-17 00:50:00,375,576,Location_75,0
TX00238,3227.72,2023-11-19 01:40:50,9,664,Location_87,0
TX00239,886.38,2023-03-12 03:43:42,162,254,Location_74,0
TX00240,4702.35,2023-07-04 09:31:54,290,610,Location_30,0
TX00241,4769.69,2023-11-12 05:57:53,229,989,Location_27,0
TX00242,4574.41,2023-11-17 01:37:25,103,213,Location_46,0
TX00243,1851.42,2023-07-03 05:57:12,504,151,Location_13,0
TX00244,78.27,2023-02-10 04:53:01,442,609,Location_29,0
TX00245,4641.66,2023-11-29 05:52:21,29,901,Location_26,1
TX00246,2141.49,2023-08-28 08:26:14,674,411,Location_61,0
TX00247,4833.31,2023-06-22 03:41:05,63,326,Location_19,0
TX00248,4818.14,2023-10-27 12:27:48,385,833,Location_77,1
TX00249,4265.19,2023-06-21 16:33:30,788,427,Location_13,0
TX00250,1472.95,2023-12-25 10:26:48,528,73,Location_97,0
TX00251,1926.1,2023-12-12 22:35:44,668,566,Location_67,0
TX00252,4255.83,2023-12-28 05:27:42,266,503,Location_47,0
TX00253,1585.29,2023-03-15 23:04:55,210,301,Location_75,0
TX00254,848.29,2023-09-02 21:24:28,537,417,Location_51,0
TX00255,2784.45,2023-09-09 09:56:52,19,879,Location_97,0
TX00256,4680.84,2023-03-31 01:24:04,588,555,Location_70,0
TX00257,3480.45,2023-08-09 17:02:49,127,494,Location_77,0
TX00258,2850.74,2023-05-30 17:00:50,857,816,Location_49,0
TX00259,486.79,2023-08-16 16:20:37,267,547,Location_41,0
TX00260,3075.42,2023-08-17 19:44:40,922,713,Location_72,0
TX00261,4950.28,2023-06-20 16:26:10,337,862,Location_40,0
TX00262,701.28,2023-09-11 04:06:22,677,298,Location_43,0
TX00263,2592.13,2023-08-29 09:51:42,588,275,Location_32,0
TX00264,4386.99,2023-11-12 18:22:28,231,586,Location_10,0
TX00265,3704.1,2023-08-09 03:12:32,821,452,Location_63,0
TX00266,3485.38,2023-11-11 19:55:43,665,711,Location_18,0
TX00267,3512.72,2023-08-26 12:48:37,459,39,Location_49,0
TX00268,1798.1,2023-11-20 03:57:33,941,75,Location_58,0
TX00269,1468.67,2023-11-23 14:55:45,592,370,Location_19,0
TX00270,4047.0,2023-01-09 23:29:47,22,269,Location_18,0
TX00271,4050.76,2023-06-18 11:36:16,488,277,Location_3,0
TX00272,4335.49,2023-08-28 10:57:07,572,880,Location_97,1
TX00273,4566.29,2023-07-04 13:59:18,938,655,Location_74,0
TX00274,2557.2,2023-12-14 05:44:18,385,191,Location_99,0
TX00275,2508.08,2023-06-05 09:29:09,705,256,Location_59,0
TX00276,3991.68,2023-09-01 22:11:59,962,852,Location_20,0
TX00277,3250.17,2023-10-06 08:10:16,118,328,Location_64,0
TX00278,3510.13,2023-11-29 01:41:04,220,360,Location_79,0
TX00279,3979.17,2023-08-09 21:13:24,39,390,Location_89,0
TX00280,4450.14,2023-06-10 19:40:40,792,912,Location_3,0
TX00281,1690.64,2023-03-29 21:00:45,542,32,Location_10,0
TX00282,1878.54,2023-12-30 21:31:53,869,128,Location_12,0
TX00283,470.82,2023-05-14 03:14:49,711,209,Location_8,0
TX00284,2891.82,2023-12-16 19:51:04,878,88,Location_25,0
TX00285,180.68,2023-03-19 06:12:53,568,58,Location_85,0
TX00286,2328.52,2023-04-18 17:17:28,663,75,Location_90,0
TX00287,2713.68,2023-08-08 14:22:19,240,696,Location_13,0
TX00288,1433.42,2023-03-11 16:46:07,995,248,Location_37,0
TX00289,2954.58,2023-12-15 17:25:53,998,78,Location_56,0
TX00290,153.47,2023-10-19 10:57:04,582,50,Location_63,0
TX00291,187.7,2023-01-20 00:08:17,784,197,Location_58,0
TX00292,4113.18,2023-04-08 09:54:46,165,208,Location_76,0
TX00293,1801.59,2023-08-17 02:06:40,188,281,Location_63,0
TX00294,636.18,2023-12-05 22:35:58,373,936,Location_80,0
TX00295,2611.69,2023-12-30 15:25:06,395,711,Location_86,1
TX00296,3850.2,2023-10-14 15:03:49,422,872,Location_80,0
TX00297,1079.89,2023-12-26 12:33:00,838,631,Location_51,0
TX00298,3114.83,2023-05-04 19:16:00,764,865,Location_22,0
TX00299,427.65,2023-04-29 19:11:03,655,95,Location_49,0
TX00300,259.36,2023-11-09 02:55:28,534,327,Location_40,0
TX00301,2657.24,2023-10-01 00:53:25,294,617,Location_63,0
TX00302,2703.63,2023-11-18 20:24:04,15,114,Location_13,0
TX00303,3187.51,2023-05-21 09:01:35,154,375,Location_52,1
TX00304,3630.73,2023-06-17 15:08:05,151,309,Location_29,0
TX00305,4879.28,2023-08-13 03:39:16,930,357,Location_48,0
TX00306,2581.99,2023-10-13 21:17:06,459,389,Location_100,0
TX00307,1615.46,2023-02-19 08:19:59,903,143,Location_47,0
TX00308,3976.14,2023-09-17 07:27:55,915,802,Location_51,0
TX00309,1354.89,2023-10-25 00:07:38,682,613,Location_5,0
TX00310,2195.42,2023-09-21 21:48:38,590,895,Location_52,1
TX00311,393.2,2023-09-17 21:46:18,641,84,Location_62,0
TX00312,127.73,2023-12-14 09:52:40,440,665,Location_98,1
TX00313,4813.28,2023-05-18 01:15:41,550,683,Location_21,0
TX00314,4180.06,2023-04-30 00:20:24,186,916,Location_82,0
TX00315,3480.18,2023-07-20 06:51:32,10,695,Location_13,0
TX00316,2045.36,2023-02-03 06:11:27,44,390,Location_19,0
TX00317,867.3,2023-02-03 00:07:50,734,693,Location_65,0
TX00318,783.03,2023-08-01 04:44:36,480,825,Location_11,0
TX00319,1251.96,2023-09-21 00:50:54,5,443,Location_8,0
TX00320,2746.58,2023-03-09 00:47:58,507,37,Location_23,0
TX00321,3573.27,2023-08-03 13:58:44,124,763,Location_79,0
TX00322,3301.33,2023-07-27 22:23:11,685,657,Location_39,1
TX00323,1400.39,2023-09-28 16:50:01,475,802,Location_43,0
TX00324,4774.37,2023-08-17 16:02:45,801,451,Location_54,0
TX00325,3689.75,2023-05-05 03:21:09,555,376,Location_77,0
TX00326,2772.22,2023-12-09 02:38:35,715,237,Location_22,0
TX00327,3058.99,2023-04-16 15:10:53,770,251,Location_54,0
TX00328,2098.58,2023-02-20 16:54:25,886,85,Location_87,0
TX00329,1239.41,2023-07-25 10:20:34,504,54,Location_66,0
TX00330,1780.51,2023-01-29 01:41:11,911,90,Location_12,0
TX00331,3789.47,2023-12-26 18:00:18,707,183,Location_54,0
TX00332,72.95,2023-03-25 05:32:23,77,992,Location_51,0
TX00333,581.25,2023-02-01 03:46:06,381,126,Location_48,0
TX00334,230.97,2023-08-03 08:31:33,520,691,Location_45,0
TX00335,204.6,2023-08-13 01:51:18,574,37,Location_14,0
TX00336,4277.45,2023-01-24 12:40:19,718,790,Location_65,0
TX00337,3518.59,2023-08-29 18:06:14,183,421,Location_87,0
TX00338,2371.39,2023-03-11 19:30:26,913,134,Location_52,0
TX00339,490.07,2023-11-11 01:16:40,542,925,Location_4,0
TX00340,2458.59,2023-11-29 23:15:52,719,955,Location_26,0
TX00341,2367.89,2023-07-28 14:57:24,926,884,Location_20,0
TX00342,866.84,2023-07-27 06:26:00,867,876,Location_39,0
TX00343,2169.82,2023-09-29 04:39:17,375,711,Location_50,0
TX00344,1993.13,2023-04-18 07:28:27,450,292,Location_71,0
TX00345,3079.63,2023-11-05 06:17:14,369,69,Location_91,0
TX00346,3175.83,2023-07-02 19:35:39,109,990,Location_80,0
TX00347,227.47,2023-10-14 03:39:54,129,860,Location_11,0
TX00348,1873.69,2023-01-13 11:54:59,146,637,Location_45,0
TX00349,3129.67,2023-10-23 03:16:56,388,316,Location_29,0
TX00350,2516.18,2023-05-21 15:25:17,440,799,Location_55,0
TX00351,4282.59,2023-02-16 03:55:09,320,407,Location_28,0
TX00352,3293.81,2023-01-09 11:27:49,656,682,Location_7,0
TX00353,815.51,2023-07-08 08:15:04,940,360,Location_57,0
TX00354,353.77,2023-04-16 23:42:25,730,242,Location_12,0
TX00355,3212.45,2023-11-17 15:14:36,642,829,Location_69,0
TX00356,133.53,2023-02-26 19:49:52,539,334,Location_36,0
TX00357,2929.29,2023-04-10 08:53:43,69,591,Location_46,0
TX00358,4701.21,2023-12-24 12:45:26,168,808,Location_93,0
TX00359,2877.8,2023-06-07 05:03:13,10,745,Location_75,0
TX00360,1941.46,2023-12-31 05:12:25,661,763,Location_82,0
TX00361,3216.8,2023-04-21 06:35:01,845,937,Location_76,0
TX00362,2291.81,2023-04-08 19:57:46,335,270,Location_74,1
TX00363,2728.54,2023-08-17 06:40:52,247,777,Location_34,0
TX00364,4707.38,2023-03-23 06:44:48,79,170,Location_97,0
TX00365,1931.13,2023-12-18 08:35:14,218,411,Location_98,0
TX00366,4805.99,2023-04-27 04:38:52,190,804,Location_31,0
TX00367,4526.85,2023-10-09 10:14:23,501,335,Location_18,0
TX00368,979.76,2023-01-03 11:17:05,617,850,Location_92,0
TX00369,347.74,2023-12-21 17:06:38,585,992,Location_39,0
TX00370,504.79,2023-08-03 23:55:25,281,244,Location_68,0
TX00371,92.09,2023-03-13 01:51:07,165,13,Location_83,0
TX00372,473.12,2023-02-17 19:04:31,876,529,Location_49,0
TX00373,3415.35,2023-12-01 03:57:17,166,308,Location_4,0
TX00374,356.87,2023-05-19 12:48:16,800,537,Location_36,1
TX00375,1595.56,2023-01-27 20:32:47,866,777,Location_41,0
TX00376,4224.53,2023-03-04 20:55:13,686,481,Location_16,0
TX00377,117.34,2023-11-11 00:04:54,887,664,Location_22,0
TX00378,4072.53,2023-11-06 19:24:40,613,751,Location_78,0
TX00379,1409.99,2023-09-28 23:31:36,572,583,Location_23,0
TX00380,591.71,2023-03-15 05:11:08,451,598,Location_76,0
TX00381,3483.99,2023-03-22 16:30:03,1,380,Location_24,0
TX00382,3145.09,2023-11-26 08:05:03,987,1000,Location_29,0
TX00383,4387.48,2023-11-09 16:51:49,561,156,Location_1,0
TX00384,3675.62,2023-05-08 06:40:40,14,559,Location_27,0
TX00385,4017.6,2023-06-12 07:44:52,974,473,Location_60,0
TX00386,1410.89,2023-07-27 04:17:07,463,419,Location_51,0
TX00387,888.02,2023-10-02 22:20:45,165,421,Location_51,1
TX00388,3753.32,2023-01-22 18:51:16,197,745,Location_21,0
TX00389,4034.37,2023-01-09 20:03:58,488,254,Location_78,0
TX00390,4952.54,2023-08-25 17:18:58,325,180,Location_67,0
TX00391,2063.68,2023-10-11 23:28:44,428,510,Location_1,0
TX00392,1860.72,2023-10-25 10:17:19,984,593,Location_3,0
TX00393,3882.29,2023-06-10 06:19:45,134,885,Location_12,0
TX00394,1704.68,2023-01-26 23:56:45,88,506,Location_64,0
TX00395,4653.86,2023-09-08 20:59:20,172,734,Location_58,0
TX00396,4292.21,2023-05-20 01:28:07,324,24,Location_42,0
TX00397,2145.54,2023-08-19 23:38:32,996,394,Location_76,0
TX00398,3754.6,2023-07-08 09:36:22,944,781,Location_19,0
TX00399,3772.96,2023-12-30 15:51:57,774,169,Location_76,0
TX00400,516.52,2023-08-27 06:06:12,466,250,Location_29,0
TX00401,4512.86,2023-10-29 04:53:13,489,916,Location_81,0
TX00402,2526.76,2023-01-09 20:00:45,613,323,Location_73,0
TX00403,4132.46,2023-06-19 02:11:18,579,151,Location_42,0
TX00404,1600.93,2023-05-01 03:15:45,94,800,Location_92,1
TX00405,4477.72,2023-12-05 06:20:58,254,55,Location_10,0
TX00406,1946.62,2023-11-19 19:54:41,444,917,Location_28,0
TX00407,55.18,2023-12-18 10:35:35,671,672,Location_54,0
TX00408,4527.0,2023-10-23 15:29:36,64,716,Location_27,0
TX00409,457.34,2023-07-31 05:00:17,948,58,Location_50,0
TX00410,1597.25,2023-08-31 22:04:06,743,984,Location_67,0
TX00411,4750.36,2023-07-06 16:46:48,664,752,Location_77,0
